Symbol,Sector,Industry
ROP,Technology,Computer Software: Programming Data Processing
ROST,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Real Estate,Real Estate
RPD,Technology,Computer Software: Prepackaged Software
RPID,Industrials,Biotechnology: Laboratory Analytical Instruments
RPM,Consumer Discretionary,Paints/Coatings
RPRX,Health Care,Biotechnology: Pharmaceutical Preparations
RPT,Real Estate,Real Estate Investment Trusts
RPTX,Health Care,Biotechnology: Pharmaceutical Preparations
RQI,Finance,Trusts Except Educational Religious and Charitable
RR,Industrials,Industrial Machinery/Components
RRBI,Consumer Discretionary,Hotels/Resorts
RRC,Energy,Oil & Gas Production
RRGB,Consumer Discretionary,Restaurants
RRR,Consumer Discretionary,Hotels/Resorts
RRX,Consumer Discretionary,Metal Fabrications
RS,Industrials,Metal Fabrications
RSG,Utilities,Environmental Services
RSI,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Real Estate,Real Estate
RSSS,Technology,EDP Services
RSVR,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSVRW,Consumer Discretionary,Services-Misc. Amusement & Recreation
RTO,Consumer Discretionary,Other Consumer Services
RTX,Industrials,Aerospace
RUM,Technology,Computer Software: Programming Data Processing
RUMBW,Technology,Computer Software: Programming Data Processing
RUN,Miscellaneous,Industrial Machinery/Components
RUSHA,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVLV,Consumer Discretionary,Catalog/Specialty Distribution
RVMD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVMDW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVPH,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Finance,Savings Institutions
RVT,Finance,Trusts Except Educational Religious and Charitable
RVTY,Industrials,Biotechnology: Laboratory Analytical Instruments
RWAY,Finance,Finance: Consumer Services
RWAYL,Finance,Finance: Consumer Services
RWAYZ,Finance,Finance: Consumer Services
RWT,Real Estate,Real Estate Investment Trusts
RWTN,Real Estate,Real Estate Investment Trusts
RWTO,Real Estate,Real Estate Investment Trusts
RXO,Consumer Discretionary,Transportation Services
RXRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXST,Health Care,Ophthalmic Goods
RXT,Technology,Computer Software: Programming Data Processing
RY,Finance,Commercial Banks
RYAAY,Consumer Discretionary,Air Freight/Delivery Services
RYAM,Basic Materials,Paper
RYAN,Finance,Specialty Insurers
RYI,Industrials,Metal Fabrications
RYM,Consumer Staples,Farming/Seeds/Milling
RYN,Real Estate,Real Estate Investment Trusts
RYTM,Health Care,Biotechnology: Pharmaceutical Preparations
RZB,Finance,Life Insurance
RZC,Finance,Life Insurance
RZLT,Health Care,Biotechnology: Pharmaceutical Preparations
RZLV,Technology,Computer Software: Programming Data Processing
RZLVW,Technology,Computer Software: Programming Data Processing
S,Technology,Computer Software: Prepackaged Software
SA,Basic Materials,Precious Metals
SABR,Technology,Computer Software: Programming Data Processing
SACH,Real Estate,Real Estate Investment Trusts
SAFE,Real Estate,Real Estate Investment Trusts
SAFT,Finance,Property-Casualty Insurers
SAFX,Industrials,Major Chemicals
SAH,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAIA,Industrials,Trucking Freight/Courier Services
SAIC,Technology,EDP Services
SAIL,Technology,Computer Software: Prepackaged Software
SAJ,Finance,Investment Managers
SAM,Consumer Staples,Beverages (Production/Distribution)
SAMG,Finance,Investment Managers
SAN,Finance,Commercial Banks
SANA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAND          ,Basic Materials,Precious Metals
SANG,Technology,Computer Software: Programming Data Processing
SANM,Technology,Electrical Products
SAP,Technology,Computer Software: Prepackaged Software
SAR,Finance,Investment Managers
SARO,Industrials,Aerospace
SAT,Finance,Investment Managers
SATL,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,Consumer Discretionary,Telecommunications Equipment
SAVA,Health Care,Biotechnology: Pharmaceutical Preparations
SAY,Finance,Investment Managers
SAZ,Finance,Investment Managers
SB,Consumer Discretionary,Marine Transportation
SBAC,Real Estate,Real Estate Investment Trusts
SBC,Health Care,Medical/Nursing Services
SBCF,Finance,Major Banks
SBET,Technology,Computer Software: Prepackaged Software
SBFG,Finance,Major Banks
SBGI,Industrials,Broadcasting
SBH,Consumer Discretionary,Other Specialty Stores
SBLK,Consumer Discretionary,Marine Transportation
SBR,Energy,Oil & Gas Production
SBRA,Real Estate,Real Estate Investment Trusts
SBS,Utilities,Water Supply
SBSI,Finance,Major Banks
SBSW,Basic Materials,Precious Metals
SBUX,Consumer Discretionary,Restaurants
SCAG,Consumer Discretionary,Construction/Ag Equipment/Trucks
SCCD,Real Estate,Real Estate Investment Trusts
SCCE,Real Estate,Real Estate Investment Trusts
SCCF,Real Estate,Real Estate Investment Trusts
SCCG,Real Estate,Real Estate Investment Trusts
SCCO,Basic Materials,Metal Mining
SCHL,Consumer Discretionary,Books
SCHW,Finance,Investment Bankers/Brokers/Service
SCI,Consumer Discretionary,Other Consumer Services
SCL,Consumer Discretionary,Package Goods/Cosmetics
SCLX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCM,Finance,Finance/Investors Services
SCS,Consumer Discretionary,Office Equipment/Supplies/Services
SCSC,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,Consumer Discretionary,Metal Fabrications
SD,Energy,Oil & Gas Production
SDA,Consumer Discretionary,Automotive Aftermarket
SDGR,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,Consumer Discretionary,Homebuilding
SDHY,Finance,Finance/Investors Services
SDRL,Energy,Oil & Gas Production
SE,Consumer Discretionary,Other Consumer Services
SEAT,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEB,Industrials,Farming/Seeds/Milling
SEDG,Technology,Semiconductors
SEE,Industrials,Major Chemicals
SEER,Industrials,Biotechnology: Laboratory Analytical Instruments
SEG,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEI,Consumer Discretionary,Oil and Gas Field Machinery
SEIC,Finance,Investment Bankers/Brokers/Service
SELF,Real Estate,Real Estate Investment Trusts
SEM,Health Care,Hospital/Nursing Management
SEMR,Technology,Computer Software: Prepackaged Software
SENEA,Consumer Staples,Packaged Foods
SENEB,Consumer Staples,Packaged Foods
SENS,Industrials,Industrial Machinery/Components
SEPN,Health Care,Biotechnology: Pharmaceutical Preparations
SER,Health Care,Biotechnology: Pharmaceutical Preparations
SERA,Health Care,Medical Specialities
SERV,Consumer Discretionary,Industrial Specialties
SES,Miscellaneous,Industrial Machinery/Components
SEVN,Real Estate,Real Estate Investment Trusts
SEZL,Real Estate,Real Estate
SF,Finance,Investment Bankers/Brokers/Service
SFB,Finance,Investment Bankers/Brokers/Service
SFBC,Finance,Savings Institutions
SFBS,Finance,Major Banks
SFD,Consumer Staples,Meat/Poultry/Fish
SFIX,Consumer Discretionary,Catalog/Specialty Distribution
SFL,Consumer Discretionary,Marine Transportation
SFM,Consumer Staples,Food Chains
SFNC,Finance,Major Banks
SFST,Finance,Major Banks
SFWL,Industrials,Trucking Freight/Courier Services
SG,Consumer Discretionary,Restaurants
SGA,Consumer Discretionary,Broadcasting
SGC,Consumer Discretionary,Apparel
SGHC,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,Health Care,Medical/Dental Instruments
SGI,Consumer Discretionary,Home Furnishings
SGML,Basic Materials,Metal Mining
SGMO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Health Care,Biotechnology: Pharmaceutical Preparations
SGRY,Health Care,Hospital/Nursing Management
SGU,Consumer Discretionary,Other Specialty Stores
SHAK,Consumer Discretionary,Restaurants
SHBI,Finance,Major Banks
SHC,Health Care,Misc Health and Biotechnology Services
SHCO,Consumer Discretionary,Hotels/Resorts
SHEL,Energy,Oil & Gas Production
SHEN,Telecommunications,Telecommunications Equipment
SHG,Finance,Major Banks
SHIM,Industrials,Military/Government/Technical
SHIP,Consumer Discretionary,Marine Transportation
SHLS,Technology,Semiconductors
SHMD,Technology,Industrial Machinery/Components
SHO,Consumer Discretionary,Hotels/Resorts
SHOO,Consumer Discretionary,Shoe Manufacturing
SHOP,Technology,Computer Software: Prepackaged Software
SHOT,Consumer Discretionary,Package Goods/Cosmetics
SHW,Consumer Discretionary,RETAIL: Building Materials
SI,Health Care,Medical/Dental Instruments
SIBN,Health Care,Medical/Dental Instruments
SID,Industrials,Steel/Iron Ore
SIEB,Finance,Investment Bankers/Brokers/Service
SIFY,Technology,Computer Software: Programming Data Processing
SIG,Consumer Discretionary,Consumer Specialties
SIGA,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Finance,Property-Casualty Insurers
SIGIP,Finance,Property-Casualty Insurers
SII,Finance,Finance: Consumer Services
SILA,Real Estate,Real Estate Investment Trusts
SILC,Telecommunications,Computer Communications Equipment
SIM,Industrials,Steel/Iron Ore
SIMO,Technology,Semiconductors
SION,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,Consumer Discretionary,Broadcasting
SITC,Real Estate,Real Estate Investment Trusts
SITE,Consumer Discretionary,Professional and commerical equipment
SITM,Technology,Semiconductors
SJM,Consumer Staples,Packaged Foods
SJT,Energy,Oil & Gas Production
SKBL,Consumer Discretionary,Engineering & Construction
SKE,Basic Materials,Precious Metals
SKIL,Technology,Computer Software: Prepackaged Software
SKIN,Health Care,Medical/Dental Instruments
SKLZ,Technology,EDP Services
SKM,Telecommunications,Telecommunications Equipment
SKT,Real Estate,Real Estate Investment Trusts
SKWD,Finance,Property-Casualty Insurers
SKY,Consumer Discretionary,Homebuilding
SKYE,Health Care,Biotechnology: Pharmaceutical Preparations
SKYH,Finance,Real Estate
SKYT,Technology,Semiconductors
SKYW,Consumer Discretionary,Air Freight/Delivery Services
SKYX,Consumer Discretionary,Building Products
SLAB,Technology,Semiconductors
SLB,Energy,Oilfield Services/Equipment
SLDB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDE,Finance,Property-Casualty Insurers
SLDP,Miscellaneous,Industrial Machinery/Components
SLDPW,Miscellaneous,Industrial Machinery/Components
SLF,Finance,Life Insurance
SLG,Real Estate,Real Estate Investment Trusts
SLGL,Health Care,Biotechnology: Pharmaceutical Preparations
SLGN,Industrials,Containers/Packaging
SLI,Industrials,Major Chemicals
SLM,Finance,Finance: Consumer Services
SLMBP,Finance,Finance: Consumer Services
SLN,Health Care,Biotechnology: Pharmaceutical Preparations
SLND,Industrials,Military/Government/Technical
SLNG,Utilities,Oil/Gas Transmission
SLNH,Technology,EDP Services
SLNHP,Technology,EDP Services
SLNO,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Technology,EDP Services
SLQT,Finance,Specialty Insurers
SLRC,Finance,Finance/Investors Services
SLS,Health Care,Biotechnology: Pharmaceutical Preparations
SLSN,Consumer Discretionary,Package Goods/Cosmetics
SLVM,Basic Materials,Paper
SM,Energy,Oil & Gas Production
SMA,Real Estate,Real Estate Investment Trusts
SMBC,Finance,Banks
SMBK,Finance,Major Banks
SMC,Utilities,Natural Gas Distribution
SMCI,Technology,Computer Manufacturing
SMFG,Finance,Commercial Banks
SMG,Industrials,Agricultural Chemicals
SMHI,Consumer Discretionary,Marine Transportation
SMID,Industrials,Building Materials
SMLR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMT,Health Care,Biotechnology: Pharmaceutical Preparations
SMPL,Consumer Staples,Packaged Foods
SMR,Industrials,Metal Fabrications
SMRT,Technology,EDP Services
SMTC,Technology,Semiconductors
SMTI,Health Care,Industrial Specialties
SMWB,Technology,Computer Software: Programming Data Processing
SMXT,Consumer Discretionary,Engineering & Construction
SN,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Consumer Discretionary,Industrial Machinery/Components
SNAP,Technology,Computer Software: Programming Data Processing
SNBR,Consumer Discretionary,Home Furnishings
SNCR,Technology,EDP Services
SNCY,Consumer Discretionary,Air Freight/Delivery Services
SND,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Health Care,Hospital/Nursing Management
SNDK,Technology,Electronic Components
SNDL,Health Care, Medicinal Chemicals and Botanical Products 
SNDR,Industrials,Trucking Freight/Courier Services
SNDX,Health Care,Biotechnology: Pharmaceutical Preparations
SNEX,Finance,Investment Bankers/Brokers/Service
SNFCA,Finance,Finance: Consumer Services
SNN,Health Care,Industrial Specialties
SNOW,Technology,Computer Software: Prepackaged Software
SNPS,Technology,Computer Software: Prepackaged Software
SNT,Telecommunications,Telecommunications Equipment
SNV,Finance,Major Banks
SNWV,Health Care,Medical/Dental Instruments
SNX,Technology,Retail: Computer Software & Peripheral Equipment
SNY,Health Care,Biotechnology: Pharmaceutical Preparations
SO,Utilities,Electric Utilities: Central
SOBO,Energy,Natural Gas Distribution
SOC,Energy,Oil & Gas Production
SOFI,Finance,Finance: Consumer Services
SOGP,Technology,Computer Software: Programming Data Processing
SOHOB,Real Estate,Real Estate Investment Trusts
SOHON,Real Estate,Real Estate Investment Trusts
SOHOO,Real Estate,Real Estate Investment Trusts
SOHU,Technology,EDP Services
SOJC,Utilities,Electric Utilities: Central
SOJD,Utilities,Electric Utilities: Central
SOJE,Basic Materials,Metal Mining
SOL,Technology,Semiconductors
SOLV,Health Care,Medical/Dental Instruments
SON,Consumer Discretionary,Containers/Packaging
SONO,Consumer Staples,Consumer Electronics/Appliances
SONY,Consumer Staples,Consumer Electronics/Appliances
SOPH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOR,Finance,Investment Managers
SORA,Industrials,Other Specialty Stores
SOTK,Technology,Industrial Machinery/Components
SOUN,Technology,Computer Software: Prepackaged Software
SOUNW,Technology,Computer Software: Prepackaged Software
SPAI,Health Care,Industrial Specialties
SPB,Miscellaneous,Industrial Machinery/Components
SPCE,Consumer Discretionary,Transportation Services
SPFI,Finance,Major Banks
SPG,Real Estate,Real Estate Investment Trusts
SPGI,Finance,Finance: Consumer Services
SPH,Consumer Discretionary,Other Specialty Stores
SPHR,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Consumer Discretionary,Telecommunications Equipment
SPNS,Technology,Computer Software: Prepackaged Software
SPNT,Finance,Property-Casualty Insurers
SPOK,Telecommunications,Telecommunications Equipment
SPOT,Consumer Discretionary,Broadcasting
SPR,Industrials,Military/Government/Technical
SPRB,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,Technology,Computer Software: Prepackaged Software
SPT,Technology,Computer Software: Prepackaged Software
SPWH,Consumer Discretionary,Other Specialty Stores
SPWR,Technology,Semiconductors
SPXC,Industrials,Industrial Machinery/Components
SQM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Technology,Semiconductors
SR,Utilities,Oil/Gas Transmission
SRAD,Technology,Computer Software: Programming Data Processing
SRBK,Finance,Banks
SRCE,Finance,Major Banks
SRDX,Health Care,Medical/Dental Instruments
SRE,Utilities,Natural Gas Distribution
SREA,Utilities,Natural Gas Distribution
SRFM,Consumer Discretionary,Transportation Services
SRG,Finance,Real Estate
SRI,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Finance,Commercial Banks
SRPT,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTA,Consumer Discretionary,Transportation Services
SRTS,Health Care,Medical/Dental Instruments
SRZN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SSB,Finance,Major Banks
SSBI,Finance,Major Banks
SSD,Consumer Discretionary,Industrial Machinery/Components
SSII,Health Care,Medical/Dental Instruments
SSL,Energy,Oil & Gas Production
SSNC,Technology,Computer Software: Prepackaged Software
SSP,Industrials,Broadcasting
SSRM,Industrials,Precious Metals
SSSS,Finance,Finance: Consumer Services
SSSSL,Finance,Finance: Consumer Services
SST,Technology,Computer Software: Programming Data Processing
SSTI,Technology,Computer Software: Prepackaged Software
SSTK,Technology,EDP Services
SSYS,Technology,Computer peripheral equipment
ST,Industrials,Industrial Machinery/Components
STAA,Health Care,Ophthalmic Goods
STAG,Real Estate,Real Estate Investment Trusts
STBA,Finance,Major Banks
STC,Finance,Specialty Insurers
STE,Health Care,Industrial Specialties
STEC,Finance,Investment Managers
STEL,Finance,Major Banks
STEM,Miscellaneous,Industrial Machinery/Components
STEP,Finance,Investment Managers
STEX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STG,Real Estate,Other Consumer Services
STGW,Consumer Discretionary,Advertising
STHO,Real Estate,Real Estate
STIM,Health Care,Medical/Dental Instruments
STKL,Industrials,Farming/Seeds/Milling
STKS,Consumer Discretionary,Restaurants
STLA,Industrials,Auto Manufacturing
STLD,Industrials,Steel/Iron Ore
STM,Technology,Semiconductors
STN,Consumer Discretionary,Military/Government/Technical
STNE,Technology,EDP Services
STNG,Consumer Discretionary,Marine Transportation
STOK,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Real Estate,Other Consumer Services
STRC,Technology,Computer Software: Prepackaged Software
STRD,Technology,Computer Software: Prepackaged Software
STRF,Technology,Computer Software: Prepackaged Software
STRK,Technology,Computer Software: Prepackaged Software
STRL,Industrials,Military/Government/Technical
STRO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRS,Real Estate,Homebuilding
STRT,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Real Estate,Real Estate Investment Trusts
STRZ,Consumer Discretionary,Movies/Entertainment
STT,Finance,Major Banks
STTK,Health Care,Biotechnology: Pharmaceutical Preparations
STUB,Consumer Discretionary,Services-Misc. Amusement & Recreation
STVN,Health Care,Medical/Dental Instruments
STWD,Real Estate,Real Estate Investment Trusts
STX,Technology,Electronic Components
STXS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Consumer Staples,Beverages (Production/Distribution)
SU,Energy,Integrated oil Companies
SUI,Real Estate,Real Estate Investment Trusts
SUIG,Finance,Finance Companies
SUN,Energy,Integrated oil Companies
SUNS,Real Estate,Real Estate Investment Trusts
SUPN,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Finance,Commercial Banks
SURG,Consumer Discretionary,Advertising
SUUN,Utilities,Power Generation
SUZ,Basic Materials,Paper
SVC,Real Estate,Real Estate Investment Trusts
SVCO,Technology,Computer Software: Prepackaged Software
SVM,Basic Materials,Precious Metals
SVRA,Health Care,Biotechnology: Pharmaceutical Preparations
SVV,Consumer Discretionary,Other Specialty Stores
SW,Consumer Discretionary,Containers/Packaging
SWBI,Industrials,Ordnance And Accessories
SWIM,Industrials,Plastic Products
SWIN,Finance,Investment Bankers/Brokers/Service
SWK,Consumer Discretionary,Industrial Machinery/Components
SWKH,Finance,Diversified Financial Services
SWKS,Technology,Semiconductors
SWX,Utilities,Oil & Gas Production
SXC,Industrials,Steel/Iron Ore
SXI,Industrials,Industrial Machinery/Components
SXT,Industrials,Major Chemicals
SXTC,Health Care,Biotechnology: Pharmaceutical Preparations
SY,Technology,EDP Services
SYBT,Finance,Major Banks
SYF,Finance,Finance: Consumer Services
SYK,Health Care,Medical/Dental Instruments
SYM,Industrials,Industrial Machinery/Components
SYNA,Technology,Semiconductors
SYPR,Industrials,Industrial Machinery/Components
SYRE,Health Care,Biotechnology: Pharmaceutical Preparations
SYY,Consumer Discretionary,Food Distributors
T,Telecommunications,Telecommunications Equipment
TAC,Utilities,Electric Utilities: Central
TACO,Finance,Blank Checks
TACT,Technology,Computer peripheral equipment
TAK,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,Real Estate,Other Consumer Services
TALK,Health Care,Medical/Nursing Services
TALO,Energy,Oil & Gas Production
TAP,Consumer Staples,Beverages (Production/Distribution)
TARA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,Technology,EDP Services
TATT,Industrials,Aerospace
TAYD,Industrials,Industrial Machinery/Components
TBB,Telecommunications,Telecommunications Equipment
TBBB,Consumer Staples,Food Chains
TBBK,Finance,Major Banks
TBCH,Telecommunications,Telecommunications Equipment
TBI,Consumer Discretionary,Professional Services
TBLA,Technology,Computer Software: Programming Data Processing
TBLD,Finance,Investment Managers
TBN,Energy,Oil & Gas Production
TBPH,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,Technology,EDP Services
TCBI,Finance,Major Banks
TCBIO,Finance,Major Banks
TCBK,Finance,Major Banks
TCBX,Finance,Banks
TCI,Real Estate,Real Estate Investment Trusts
TCMD,Health Care,Medical/Dental Instruments
TCOM,Real Estate,Real Estate
TCPC,Finance,Finance/Investors Services
TCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Technology,EDP Services
TD,Finance,Commercial Banks
TDC,Technology,Computer Software: Prepackaged Software
TDG,Industrials,Military/Government/Technical
TDIC,Consumer Discretionary,Other Consumer Services
TDOC,Health Care,Medical/Nursing Services
TDS,Telecommunications,Telecommunications Equipment
TDTH,Real Estate,Real Estate
TDUP,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Consumer Discretionary,Marine Transportation
TDY,Industrials,Industrial Machinery/Components
TE,Miscellaneous,Industrial Machinery/Components
TEAD,Technology,Computer Software: Programming Data Processing
TEAF,Finance,Trusts Except Educational Religious and Charitable
TEAM,Technology,Computer Software: Prepackaged Software
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Finance,Major Banks
TECX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telecommunications,Telecommunications Equipment
TEL,Technology,Electronic Components
TELA,Health Care,Medical/Dental Instruments
TELO,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,Technology,Computer Software: Programming Data Processing
TEN,Consumer Discretionary,Marine Transportation
TENB,Technology,Computer Software: Prepackaged Software
TEO,Telecommunications,Telecommunications Equipment
TER,Industrials,Electrical Products
TERN,Health Care,Biotechnology: Pharmaceutical Preparations
TEVA,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Industrials,Construction/Ag Equipment/Trucks
TFC,Finance,Major Banks
TFII,Industrials,Trucking Freight/Courier Services
TFIN,Finance,Major Banks
TFPM,Industrials,Precious Metals
TFSL,Finance,Savings Institutions
TFX,Health Care,Medical/Dental Instruments
TG,Industrials,Metal Fabrications
TGB,Basic Materials,Precious Metals
TGE,Consumer Discretionary,Newspapers/Magazines
TGEN,Industrials,Industrial Machinery/Components
TGLS,Consumer Discretionary,Electronic Components
TGNA,Industrials,Broadcasting
TGS,Utilities,Natural Gas Distribution
TGT,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Consumer Discretionary,Hotels/Resorts
THC,Health Care,Hospital/Nursing Management
THCH,Consumer Discretionary,Restaurants
THFF,Finance,Major Banks
THG,Finance,Property-Casualty Insurers
THH,Consumer Discretionary,Services-Misc. Amusement & Recreation
THM,Basic Materials,Metal Mining
THO,Industrials,Homebuilding
THR,Energy,Industrial Machinery/Components
THRM,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Consumer Discretionary,Advertising
THS,Consumer Staples,Packaged Foods
TIC,Real Estate,Real Estate
TIGO,Telecommunications,Telecommunications Equipment
TIGR,Finance,Investment Bankers/Brokers/Service
TIL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Consumer Discretionary,Home Furnishings
TIMB,Telecommunications,Telecommunications Equipment
TIPT,Finance,Property-Casualty Insurers
TIRX,Finance,Specialty Insurers
TISI,Consumer Discretionary,Other Consumer Services
TITN,Consumer Discretionary,Other Specialty Stores
TIXT,Technology,EDP Services
TJX,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Consumer Discretionary,Marine Transportation
TKC,Telecommunications,Telecommunications Equipment
TKNO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Industrials,Metal Fabrications
TLK,Telecommunications,Telecommunications Equipment
TLN,Utilities,Electric Utilities: Central
TLRY,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Technology,EDP Services
TLSA,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,Health Care,Medical Specialities
TLSIW,Health Care,Medical Specialities
TLX,Health Care,Biotechnology: Pharmaceutical Preparations
TLYS,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Industrials,Auto Manufacturing
TMC,Basic Materials,Metal Mining
TMCI,Health Care,Medical/Dental Instruments
TMCWW,Basic Materials,Metal Mining
TMDX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Consumer Discretionary,Broadcasting
TMHC,Consumer Discretionary,Homebuilding
TMO,Industrials,Industrial Machinery/Components
TMP,Finance,Major Banks
TMQ,Basic Materials,Precious Metals
TMUS,Telecommunications,Telecommunications Equipment
TNC,Industrials,Industrial Machinery/Components
TNDM,Health Care,Medical/Dental Instruments
TNET,Real Estate,Real Estate
TNGX,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Consumer Discretionary,Marine Transportation
TNL,Consumer Discretionary,Hotels/Resorts
TNXP,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,Health Care,Medical/Nursing Services
TOL,Consumer Discretionary,Homebuilding
TONX,Consumer Discretionary,Other Consumer Services
TORO,Consumer Discretionary,Marine Transportation
TOST,Technology,EDP Services
TOUR,Consumer Discretionary,Transportation Services
TOWN,Finance,Major Banks
TOYO,Consumer Discretionary,Miscellaneous manufacturing industries
TPB,Consumer Discretionary,Tobacco
TPC,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,Industrials,Metal Fabrications
TPG,Finance,Investment Managers
TPH,Consumer Discretionary,Homebuilding
TPL,Energy,Oil & Gas Production
TPR,Consumer Discretionary,Apparel
TPTA,Real Estate,Real Estate Investment Trusts
TPVG,Consumer Discretionary,Other Consumer Services
TR,Consumer Staples,Specialty Foods
TRAK,Technology,EDP Services
TRC,Finance,Real Estate
TRDA,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,Finance,Finance: Consumer Services
TREX,Basic Materials,Forest Products
TRGP,Utilities,Natural Gas Distribution
TRI,Consumer Discretionary,Publishing
TRIN,Finance,Finance: Consumer Services
TRINI,Finance,Finance: Consumer Services
TRINZ,Finance,Finance: Consumer Services
TRIP,Technology,Computer Software: Programming Data Processing
TRMB,Industrials,Industrial Machinery/Components
TRMD,Consumer Discretionary,Marine Transportation
TRMK,Finance,Major Banks
TRML,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRN,Industrials,Railroads
TRNO,Finance,Real Estate
TRNS,Industrials,Electrical Products
TRON,Consumer Discretionary,Recreational Games/Products/Toys
TROO,Finance,Diversified Financial Services
TROW,Finance,Investment Bankers/Brokers/Service
TROX,Industrials,Major Chemicals
TRP,Utilities,Natural Gas Distribution
TRS,Industrials,Industrial Specialties
TRST,Finance,Major Banks
TRTX,Real Estate,Real Estate Investment Trusts
TRU,Finance,Finance: Consumer Services
TRUP,Health Care,Medical Specialities
TRV,Finance,Property-Casualty Insurers
TRVG,Technology,EDP Services
TRVI,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,Basic Materials,Precious Metals
TS,Industrials,Steel/Iron Ore
TSAT,Industrials,Metal Fabrications
TSBK,Finance,Banks
TSCO,Consumer Discretionary,RETAIL: Building Materials
TSE,Industrials,Major Chemicals
